File,Line,Content,InstancesCountPerLine
1260-139271-0028,0028,do not leave me last when other petty griefs have done their spite but in the onset come so shall i taste at first the very worst of fortune's might and other strains of woe which now seem woe compar'd with loss of thee,1.0
1263-138246-0011,0011,well exclaimed michel ardan in a good humored tone much may be done in twenty six minutes,1.0
1263-138246-0026,0026,donkeys and chickens i bet that we shall find chickens a hundred dollars we shall find none said nicholl done my captain replied ardan clasping nicholl's hand but by the bye,1.0
1263-139804-0015,0015,when an exchange of seats is necessary it is all done so easily and so quickly that you would wonder why we tolerate trolley cars in traveling from city to city a system is in use that i will call the toboggan slide system,1.0
1264-129805-0034,0034,whatcher gonerdo wi me i've done it said wolverstone thank god ye had the sense to hold your tongue till i came are ye sober enough to understand me,1.0
1264-129805-0046,0046,and her scorn of him for a thief and a pirate he had sworn that he had done with buccaneering why then was he here that question he would answer with another where else was he to go,1.0
1264-129805-0053,0053,what a plague do it matter if it is an english settlement it's commanded by colonel bishop and there's no lack of rascals in your company'd follow you to hell if it meant getting colonel bishop by the throat it could be done i tell you,1.0
1264-129805-0078,0078,with which he swore in his heart that he had done for ever but his consent remained passive the service entered awoke no zeal in him he was perfectly indifferent as he told hagthorpe who ventured once to offer a remonstrance,1.0
1264-135033-0022,0022,said the ugly one in a voice of despair why not brother asked shaggy anxiously do you know what they have done to me came the answer through the closed door no tell me brother what have they done,2.0
1266-136523-0006,0006,and when that is to be done care is taken not only by his father but by the magistrate that he may be put to a discreet and good man and if after a person has learned one trade he desires to acquire another that is also allowed and is managed in the same manner as the former,1.0
1266-136523-0028,0028,and thus from the great numbers among them that are neither suffered to be idle nor to be employed in any fruitless labour you may easily make the estimate how much may be done in those few hours in which they are obliged to labour,1.0
1266-136524-0017,0017,there are also without their towns places appointed near some running water for killing their beasts and for washing away their filth which is done by their slaves for they suffer none of their citizens to kill their cattle because they think that pity and good nature,1.0
