File,Line,Speaker,UttStartTime,UttEndTime,UttLength,InstancesCountPerLine,FeatureCountPerLine,IterationNumber,Content,SyllableCount,SpeechRate,WadaSNRMeade,WadaSNRRigal,NistSNRRigal,Content_WordCount,Content_PreFeature,Content_PreFeature_WordCount,Content_PostFeature,Content_PostFeature_WordCount,Content_cleaned,Content_cleaned_WordCount,Content_cleaned_PreFeature,Content_cleaned_PreFeature_WordCount,Content_cleaned_PostFeature,Content_cleaned_PostFeature_WordCount,amazon_transcription,amazon_transcription_WordCount,amazon_transcription_cleaned,amazon_transcription_cleaned_WordCount,amazon_transcription_cleaned_TotalWER,deepspeech_transcription,deepspeech_transcription_WordCount,deepspeech_transcription_cleaned,deepspeech_transcription_cleaned_WordCount,deepspeech_transcription_cleaned_TotalWER,deepspeech_ConfidenceLevel,google_transcription,google_transcription_WordCount,google_transcription_cleaned,google_transcription_cleaned_WordCount,google_transcription_cleaned_TotalWER,google_ConfidenceLevel,IBMWatson_transcription,IBMWatson_transcription_WordCount,IBMWatson_transcription_cleaned,IBMWatson_transcription_cleaned_WordCount,IBMWatson_transcription_cleaned_TotalWER,IBMWatson_ConfidenceLevel,microsoft_transcription,microsoft_transcription_WordCount,microsoft_transcription_cleaned,microsoft_transcription_cleaned_WordCount,microsoft_transcription_cleaned_TotalWER
DCB_se1_ag3_f_01_1,912,DCB_se1_ag3_f_01,1243.1823,1243.563,0.3807,1,0,1,done-,1,2.626740215,10.32463351,10.3,20,1,,0,,0,done,1,,0,,0,,,,,,,,,,,-5.448058128,,,,,,0,,,,,,0,So he.,2,so he,2,2
DCB_se1_ag3_f_01_1,1920,DCB_se1_ag3_f_01,2560.1621,2561.8641,1.702,1,0,1,It's things that you should have done better.,9,5.287896592,20.11969111,18.92,5,8,It's things that you should have ,6,better.,1,it 's things that you should have done better,9,it 's things that you should have ,7,better,1,These things that you should have done better.,8,these things that you should have done better,8,0.222222222,that you should have done better,6,that you should have done better,6,0.333333333,-28.76555252,It's things that you should have done better.,8,it 's things that you should have done better,9,0,0.910186887,it's things that you should have done better ,8,it 's things that you should have done better,9,0,0.86,His things that you should have done.,7,his things that you should have done,7,0.333333333
DCB_se1_ag3_f_01_1,1976,DCB_int_01,2629.1985,2632.4999,3.3014,1,0,1,I mean- I mean we're almost done. Can- Thank you. Thank you. It's not your turn.,17,5.149330587,18.76873009,17.62,26.75,16,I mean- I mean we're almost ,6, Can- Thank you. Thank you. It's not your turn.,9,i mean i mean we 're almost done can thank you thank you it 's not your turn,18,i mean i mean we 're almost ,7,can thank you thank you it 's not your turn,10,Are we Are We Almost can't It's not just.,9,are we are we almost ca n't it 's not just,11,0.722222222,homoeopathy,1,homoeopathy,1,1,-102.0499115,,,,,,0,thank you thank you ,4,thank you thank you,4,0.777777778,0.88,"I mean, are we almost there?",6,i mean are we almost there,6,0.777777778
DCB_se1_ag3_f_01_1,2311,DCB_int_01,3031.9586,3032.4761,0.5175,1,0,1,You're done?,2,3.8647343,34.90854801,31.88,32.25,2,You're ,1,,0,you 're done,3,you 're ,2,,0,You done?,2,you done,2,0.333333333,,,,,,-2.680221081,,,,,,0,,,,,,0,You done.,2,you done,2,0.333333333
DCB_se1_ag3_f_01_1,2327,DCB_se1_ag3_f_01,3053.2587,3056.9005,3.6418,1,0,1,"Well next time, you're gonna have to have a cerclage done. I said, there will be no next time.",21,5.766379263,23.46395513,21.62,20.25,19,"Well next time, you're gonna have to have a cerclage ",10," I said, there will be no next time.",8,well next time you 're going to have to have a cerclage done i said there will be no next time,21,well next time you 're going to have to have a cerclage ,12,i said there will be no next time,8,,,,,,i have to have a circle don't will be no next time,12,i have to have a circle do n't will be no next time,13,0.571428571,-99.42562103,"Well, next time, you'll have to have a cerclage. Do not sit, there will be no next time.",18,well next time you 'll have to have a cerclage do not sit there will be no next time,19,0.285714286,0.863304913,well next time you'll have to have a circle large done us that there will be no next time ,19,well next time you 'll have to have a circle large done us that there will be no next time,20,0.333333333,0.7,"Well, next time you will have to have a circle lodge done. That said, there will be no next time.",20,well next time you will have to have a circle lodge done that said there will be no next time,20,0.285714286
DCB_se1_ag3_f_02_2,438,DCB_se1_ag3_f_02,587.168,588.7496,1.5816,1,0,1,Trying to get them book works done.,8,5.058168943,28.38712905,26.57,6,7,Trying to get them book works ,6,,0,trying to get them book works done,7,trying to get them book works ,6,,0,Trying to get them book works done.,7,trying to get them book works done,7,0,to get the book work done,6,to get the book work done,6,0.428571429,-35.83745193,Trying to get them book. Works done.,7,trying to get them book works done,7,0,0.890172958,trying to get them but works done ,7,trying to get them but works done,7,0.142857143,0.63,Trying to get them. Book works done.,7,trying to get them book works done,7,0
DCB_se1_ag3_m_01_1,1701,DCB_int_01,2349.2959,2350.5865,1.2906,1,0,1,or something they've done,5,3.874167054,9.941460393,9.36,2.25,4,or something they've ,3,,0,or something they 've done,5,or something they 've ,4,,0,Something They've Done.,3,something they 've done,4,0.2,they've done,2,they 've done,3,0.4,-25.00791168,Something they've done.,3,something they 've done,4,0.2,0.920771658,or something they've done ,4,or something they 've done,5,0,0.85,Or something they've done.,4,or something they 've done,5,0
DCB_se1_ag3_m_01_1,1711,DCB_int_01,2363.7594,2365.374,1.6146,1,0,1,"What's something they've done towards you, like",9,5.574136009,8.827464986,8.59,7.25,7,What's something they've ,3,"towards you, like",3,what 's something they 've done towards you like,9,what 's something they 've ,5,towards you like,3,That's something they've done towards you like.,7,that 's something they 've done towards you like,9,0.111111111,he done towards you like,5,he done towards you like,5,0.555555556,-31.14845276,Play done towards you.,4,play done towards you,4,0.666666667,0.820403874,they done towards you ,4,they done towards you,4,0.555555556,0.84,Something they've done towards you like.,6,something they 've done towards you like,7,0.222222222
DCB_se1_ag3_m_02_1,232,DCB_se1_ag3_m_02,289.6276,293.4626,3.835,1,1,1,"I would s- for me, for my age and what I done picked up off it,",16,4.172099087,19.52196289,19.36,7,16,"I would s- for me, for my age and what I ",11,"picked up off it,",4,i would s for me for my age and what i done picked up off it,16,i would s for me for my age and what i ,11,picked up off it,4,I was for me for my age of what I picked up off.,13,i was for me for my age of what i picked up off,13,0.3125,from me from my age or what i don't think that all,12,from me from my age or what i do n't think that all,13,0.6875,-63.81131363,hours for me for my age or without him picked up off of,13,hours for me for my age or without him picked up off of,13,0.5,0.840661049,%HESITATION works for me from my agent with Adam fixed up offer ,12,works for me from my agent with adam fixed up offer,11,0.75,0.45,Out for me for my age or what item picked up offer.,12,out for me for my age or what item picked up offer,12,0.5
DCB_se1_ag3_m_02_1,386,DCB_se1_ag3_m_02,537.9699,540.1189,2.149,1,1,1,"I done lived in DC probably about,",11,5.118659842,15.01990134,13.85,11,7,I ,1,"lived in DC probably about,",5,i done lived in dc probably about,7,i ,1,lived in dc probably about,5,In d c Oh!,4,in d c oh,4,0.857142857,i i,2,i i,2,0.857142857,-27.00736618,,,,,,0,I don't move these files ,5,i do n't move these files,6,0.857142857,0.35,Earlier.,1,earlier,1,1
DCB_se1_ag3_m_02_1,727,DCB_se1_ag3_m_01,1019.4675,1021.2102,1.7427,1,0,1,done when you were younger that you've carried,10,5.738222299,15.0260162,13.76,11.5,8,,0,when you were younger that you've carried,7,done when you were younger that you 've carried,9,,0,when you were younger that you 've carried,8,Done when you were younger that you carried.,8,done when you were younger that you carried,8,0.111111111,in ,1,in,1,1,-13.51978302,,,,,,0,%HESITATION you were young ,4,you were young,3,0.777777778,0.79,Done when you were younger. Did you Curry?,8,done when you were younger did you curry,8,0.333333333
DCB_se1_ag3_m_02_2,231,DCB_se1_ag3_m_02,355.9918,357.1363,1.1445,1,0,1,I done been-,3,2.621231979,9.132715153,9.03,4.25,3,I ,1,been-,1,i done been,3,i ,1,been,1,Like a Real.,3,like a real,3,1,,,,,,-7.897492409,Real.,1,real,1,1,0.809808016,real ,1,real,1,1,0.9,Real.,1,real,1,1
DCB_se1_ag3_m_02_2,232,DCB_se1_ag3_m_02,357.4537,358.9784,1.5247,1,1,1,I done been to every,7,4.591067095,19.32728574,19.2,9.25,5,I ,1,been to every,3,i done been to every,5,i ,1,been to every,3,I don't mean to every.,5,i do n't mean to every,6,0.6,i mean,2,i mean,2,0.8,-25.12073517,,,,,,0,I mean every ,3,i mean every,3,0.6,0.32,I meant it every.,4,i meant it every,4,0.6
DCB_se1_ag3_m_02_2,234,DCB_se1_ag3_m_02,359.3626,363.3372,3.9746,1,1,1,game that I like I done been to one except DC United game.,17,4.277159966,15.38604309,15.09,9.5,13,game that I like I ,5,been to one except DC United game.,7,game that i like i done been to one except dc united game,13,game that i like i ,5,been to one except dc united game,7,"Thing that I like, I have been to one and said Matter.",12,thing that i like i have been to one and said matter,12,0.461538462,the wisest,2,the wisest,2,1,-74.37676239,"The bad. Like, I don't been to one except DC United game.",12,the bad like i do n't been to one except dc united game,13,0.384615385,0.818803549,news that I like I don't know why I said ,10,news that i like i do n't know why i said,11,0.692307692,0.45,DC United game.,3,dc united game,3,0.769230769
DCB_se1_ag3_m_02_2,254,DCB_se1_ag3_m_01,390.6116,391.9862,1.3746,1,0,1,have y'all done like-,4,2.909937436,10.49011099,10.4,20.5,4,have y'all ,2,like-,1,have y'all done like,4,have y'all ,2,like,1,Have y'all dough?,3,have y'all dough,3,0.5,,,,,,-6.122121334,Have y'all done?,3,have y'all done,3,0.25,0.62601459,%HESITATION ,1,,,,0.95,Heavy R dot O.,4,heavy r dot o,4,1
DCB_se1_ag3_m_03_1,1107,DCB_se1_ag3_m_03,1947.8912,1951.6023,3.7111,1,0,1,"thought about getting a couple trades or whatever, but just haven't done that yet.",20,5.389237692,24.60185577,23.35,20.75,14,"thought about getting a couple trades or whatever, but just haven't ",11,that yet.,2,thought about getting a couple trades or whatever but just have n't done that yet,15,thought about getting a couple trades or whatever but just have n't ,12,that yet,2,"Thought about getting a cup of trades or whatever, but just haven't done that yet.",15,thought about getting a cup of trades or whatever but just have n't done that yet,16,0.133333333,,,,,,-21.45666695,Trades.,1,trades,1,0.933333333,0.728323281,what about you in the couple of trades without but just haven't done ,13,what about you in the couple of trades without but just have n't done,14,0.6,0.65,"Thought about getting a couple of trades or whatever, but just haven't done that yet.",15,thought about getting a couple of trades or whatever but just have n't done that yet,16,0.066666667
DCB_se1_ag3_m_03_1,1288,DCB_se1_ag3_m_03,2225.6663,2228.9069,3.2406,1,0,1,So anybody who- who's done that is an inspiration to me.,17,5.245942109,26.43364368,24.66,20.5,11,So anybody who- who's ,4,that is an inspiration to me.,6,so anybody who who 's done that is an inspiration to me,12,so anybody who who 's ,5,that is an inspiration to me,6,So anybody who's done that is an inspiration to me.,10,so anybody who 's done that is an inspiration to me,11,0.083333333,no,1,no,1,1,-27.04274178,,,,,,0,so anybody who's nine that is the inspiration ,8,so anybody who 's nine that is the inspiration,9,0.416666667,0.68,So anybody who's done that is an inspiration to me.,10,so anybody who 's done that is an inspiration to me,11,0.083333333
DCB_se1_ag3_m_03_1,1345,DCB_se1_ag3_m_01,2316.9216,2320.3059,3.3843,1,0,1,"But then when you start doing research, you find out, ain't done near nothing,",17,5.023195343,23.22696272,20.27,10.75,14,"But then when you start doing research, you find out, ain't ",11,"near nothing,",2,but then when you start doing research you find out ai n't done near nothing,15,but then when you start doing research you find out ai n't ,12,near nothing,2,When you start doing research No Yeah.,7,when you start doing research no yeah,7,0.666666667,he,1,he,1,1,-29.25108528,,,,,,0,when you start doing research to find out ,8,when you start doing research to find out,8,0.533333333,0.82,But then when you start doing research to find out I ain't done enough.,14,but then when you start doing research to find out i ai n't done enough,15,0.266666667
DCB_se1_ag3_m_03_1,1348,DCB_se1_ag3_m_03,2320.8555,2324.7601,3.9046,1,0,1,Yeah they ain't done shit but took every motherfucking thing and put they name on the shit.,22,5.634379962,22.24568723,21.97,9.75,17,Yeah they ain't ,3,shit but took every motherfucking thing and put they name on the shit.,13,yeah they ai n't done **** but took every motherfucking thing and put they name on the ****,18,yeah they ai n't ,4,**** but took every motherfucking thing and put they name on the ****,13,"Yeah, that ain't that shit took every motherfucking thing and put their name on the ship.",16,yeah that ai n't that **** took every motherfucking thing and put their name on the ship,17,0.277777778,,,,,,-24.08325958,,,,,,0,,,,,,0,"Yeah, a massive Gary ************* thing and put their name on it.",12,yeah a massive gary thing and put their name on it,11,0.666666667
DCB_se1_ag3_m_03_1,1469,DCB_se1_ag3_m_03,2525.0347,2526.1099,1.0752,1,0,1,"I just haven't done it yet,",7,6.510416667,33.65213995,30.63,20.5,6,I just haven't ,3,"it yet,",2,i just have n't done it yet,7,i just have n't ,4,it yet,2,I just haven't done it yet.,6,i just have n't done it yet,7,0,,,,,,-4.63889122,I just haven't done it yet.,6,i just have n't done it yet,7,0,0.978828192,I just haven't ,3,i just have n't,4,0.428571429,0.86,I just haven't done it yet.,6,i just have n't done it yet,7,0
DCB_se1_ag3_m_03_1,1872,DCB_se1_ag3_m_03,3150.5316,3157.0488,6.5172,1,0,1,"Donald Trump not our President, rioting and shit. What the fuck are you rioting for? He haven't even done anything",31,4.756643958,27.50307373,25.72,20,20,"Donald Trump not our President, rioting and shit. What the fuck are you rioting for? He haven't even ",18,anything,1,donald trump not our president rioting and **** what the **** are you rioting for he have n't even done anything,21,donald trump not our president rioting and **** what the **** are you rioting for he have n't even ,19,anything,1,Donald trump not out President Rioting and shit. What the fuck are you riding? Well you haven't even done anything.,20,donald trump not out president rioting and **** what the **** are you riding well you have n't even done anything,21,0.19047619,read,1,read,1,1,-64.32705688,We haven't even done anything.,5,we have n't even done anything,6,0.761904762,0.894149899,I'm not out right %HESITATION riding and share it with you rad we haven't even done anything ,17,i 'm not out right riding and share it with you rad we have n't even done anything,18,0.619047619,0.69,I'll try that out president writing in **** what the **** are you riding for? You haven't even done anything.,20,i 'll try that out president writing in what the are you riding for you have n't even done anything,20,0.523809524
