File,Line,InstancesCountPerLine,FeatureCountPerLine,Content,SubjectWordToken,PredicateWordToken,WordPattern,SubjectPOS,PredicatePOS,POSPattern,L52,L51,L50,L49,L48,L47,L46,L45,L44,L43,L42,L41,L40,L39,L38,L37,L36,L35,L34,L33,L32,L31,L30,L29,L28,L27,L26,L25,L24,L23,L22,L21,L20,L19,L18,L17,L16,L15,L14,L13,L12,L11,L10,L9,L8,L7,L6,L5,L4,L3,L2,L1,ContentFeature,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60
1746-143015-0067,67,2,2,eyeing the faces around him but it strikes me that this thing ain't exactly on the squar it's playing it pretty low down on this yer baby to ring in fun on him that he ain't goin to understand,he,understand,he_ain't_understand,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,eyeing,the,faces,around,him,but,it,strikes,me,that,this,thing,ain't,exactly,on,the,squar,it's,playing,it,pretty,low,down,on,this,yer,baby,to,ring,in,fun,on,him,that,he,ain't ,goin,to,understand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750-135624-0038,38,1,1,yes but that ain't all said sam again directing his master's attention to the coach door,that,all,that_ain't_all,PronounDemonstrative,PronounIndefinite,PronounDemonstrative_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,but,that,ain't ,all,said,sam,again,directing,his,master's,attention,to,the,coach,door,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177-122839-0007,7,1,1,ain't mister irving splendid he just worships the ground she treads on and it makes me feel so queer sometimes to see the look in his eyes when he's watching her it beggars description miss shirley ma'am i'm awful thankful they're so fond of each other it's the best way when all's said and done,Irving,splendid,Irving_ain't_splendid,Noun,Adjective,Noun_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ain't ,mister,irving,splendid,he,just,worships,the,ground,she,treads,on,and,it,makes,me,feel,so,queer,sometimes,to,see,the,look,in,his,eyes,when,he's,watching,her,it,beggars,description,miss,shirley,ma'am,i'm,awful,thankful,they're,so,fond,of,each,other,it's,the,best,way,when,all's,said,and,done,,,,,,
1772-135621-0068,68,1,1,that ain't said jack hopkins is it bob nothing at all replied mister bob sawyer by the bye bob said hopkins with a scarcely perceptible glance at mister pickwick's attentive face,that,constituentboundary,that_ain't_constituentboundary,PronounDemonstrative,ConstituentBoundary,PronounDemonstrative_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,that,ain't ,said,jack,hopkins,is,it,bob,nothing,at,all,replied,mister,bob,sawyer,by,the,bye,bob,said,hopkins,with,a,scarcely,perceptible,glance,at,mister,pickwick's,attentive,face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809-143025-0022,22,1,1,and mounting a stump looked full in his face with big searching eyes you ain't mad said she with an interrogative shake of the black braids no nor bothered no nor hungry,you,mad,you_ain't_mad,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,mounting,a,stump,looked,full,in,his,face,with,big,searching,eyes,you,ain't ,mad,said,she,with,an,interrogative,shake,of,the,black,braids,no,nor,bothered,no,nor,hungry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845-145083-0026,26,1,1,and i have miles word for it ain't any too glad to see him and shows it he phones for a taxi to go back to his hotel about nine fifteen that was miles says but decides to walk down the hill to meet it,any,glad,any_ain't_glad,PronounIndefinite,Adjective,PronounIndefinite_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,i,have,miles,word,for,it,ain't ,any,too,glad,to,see,him,and,shows,it,he,phones,for,a,taxi,to,go,back,to,his,hotel,about,nine,fifteen,that,was,miles,says,but,decides,to,walk,down,the,hill,to,meet,it,,,,,,,,,,,,,,,,,,,,,,,
1846-144458-0031,31,1,1,you take things so easy no use taking em otherwise my dear said mister omer no indeed returned his daughter we are all pretty gay here thank heaven ain't we father i hope so my dear said mister omer as i have got my breath now,we,constituentboundary,we_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,you,take,things,so,easy,no,use,taking,em,otherwise,my,dear,said,mister,omer,no,indeed,returned,his,daughter,we,are,all,pretty,gay,here,thank,heaven,ain't ,we,father,i,hope,so,my,dear,said,mister,omer,as,i,have,got,my,breath,now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867-148436-0011,11,1,1,he sounds like a tenderfoot but he ain't a tenderfoot feeling that this parting shot gave him the honours of the meeting he turned away whistling with such spirit that one of his dogs overhearing stood still and gazed at his master,he,tenderfoot,he_ain't_tenderfoot,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,he,sounds,like,a,tenderfoot,but,he,ain't ,a,tenderfoot,feeling,that,this,parting,shot,gave,him,the,honours,of,the,meeting,he,turned,away,whistling,with,such,spirit,that,one,of,his,dogs,overhearing,stood,still,and,gazed,at,his,master,,,,,,,,,,,,,,,,,,,,,,,,,,
1867-154071-0007,7,1,1,by this time the nerves of the two watchers were shattered by the constant strain and the monotonous view from the front window was beginning to madden them it's proof that she ain't yonder said bill gregg,she,yonder,she_ain't_yonder,PronounPersonal,Adverb,PronounPersonal_ain't_Adverb,,,,,,,,,,,,,,,,,,,,,by,this,time,the,nerves,of,the,two,watchers,were,shattered,by,the,constant,strain,and,the,monotonous,view,from,the,front,window,was,beginning,to,madden,them,it's,proof,that,she,ain't ,yonder,said,bill,gregg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867-154071-0008,8,1,1,and he grew pale at the thought partner said ronicky doone if they are trying to keep her away from us they sure have the sense to keep her under cover for as long as two days ain't that right,that,constituentboundary,that_ain't_constituentboundary,PronounDemonstrative,ConstituentBoundary,PronounDemonstrative_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,and,he,grew,pale,at,the,thought,partner,said,ronicky,doone,if,they,are,trying,to,keep,her,away,from,us,they,sure,have,the,sense,to,keep,her,under,cover,for,as,long,as,two,days,ain't ,that,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867-154071-0032,32,1,1,said gregg huskily ain't there that's where you and me don't agree,there,constituentboundary,there_ain't_constituentboundary,PronounNonReferential,ConstituentBoundary,PronounNonReferential_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,said,gregg,huskily,ain't ,there,that's,where,you,and,me,don't,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867-154071-0034,34,1,1,ain't that something done after you've done all that,that,something,that_ain't_something,PronounDemonstrative,PronounIndefinite,PronounDemonstrative_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ain't ,that,something,done,after,you've,done,all,that,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867-154075-0039,39,1,1,i ain't terrible backward with the trigger finger john mark not that i figure on bragging but i want you to pick good men for my trail and tell em to step soft is that square,I,terrible,I_ain't_terrible,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,ain't ,terrible,backward,with,the,trigger,finger,john,mark,not,that,i,figure,on,bragging,but,i,want,you,to,pick,good,men,for,my,trail,and,tell,em,to,step,soft,is,that,square,,,,,,,,,,,,,,,,,,,,,,,,,,
188-136483-0019,19,2,2,old tom chuckled well it strikes me miss polly herself ain't lookin none the worse for wearin them ere curls round her forehead he observed dryly course she ain't retorted nancy indignantly,Polly,looking,Polly_ain't_looking,Noun,VerbPresentParticiple,Noun_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,old,tom,chuckled,well,it,strikes,me,miss,polly,herself,ain't ,lookin,none,the,worse,for,wearin,them,ere,curls,round,her,forehead,he,observed,dryly,course,she,ain't,retorted,nancy,indignantly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188-136483-0019,19,2,2,old tom chuckled well it strikes me miss polly herself ain't lookin none the worse for wearin them ere curls round her forehead he observed dryly course she ain't retorted nancy indignantly,she,constituentboundary,she_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,old,tom,chuckled,well,it,strikes,me,miss,polly,herself,ain't,lookin,none,the,worse,for,wearin,them,ere,curls,round,her,forehead,he,observed,dryly,course,she,ain't ,retorted,nancy,indignantly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188-136483-0021,21,1,1,nancy shrugged her shoulders oh she ain't handsome of course but i will own up she don't look like the same woman what with the ribbons an lace jiggers miss pollyanna makes her wear round her neck,she,handsome,she_ain't_handsome,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nancy,shrugged,her,shoulders,oh,she,ain't ,handsome,of,course,but,i,will,own,up,she,don't,look,like,the,same,woman,what,with,the,ribbons,an,lace,jiggers,miss,pollyanna,makes,her,wear,round,her,neck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188-136483-0023,23,2,2,well i guess ye won't then from me oh mister tom come on now wheedled the girl ye see there ain't many folks here that i can ask maybe not but there's one anyhow that ain't answerin,that,answering,that_ain't_answering,PronounDemonstrative,VerbPresentParticiple,PronounDemonstrative_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,well,i,guess,ye,won't,then,from,me,oh,mister,tom,come,on,now,wheedled,the,girl,ye,see,there,ain't,many,folks,here,that,i,can,ask,maybe,not,but,there's,one,anyhow,that,ain't ,answerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188-136483-0023,23,2,2,well i guess ye won't then from me oh mister tom come on now wheedled the girl ye see there ain't many folks here that i can ask maybe not but there's one anyhow that ain't answerin,there,folks,there_ain't_folks,PronounNonReferential,Noun,PronounNonReferential_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,well,i,guess,ye,won't,then,from,me,oh,mister,tom,come,on,now,wheedled,the,girl,ye,see,there,ain't ,many,folks,here,that,i,can,ask,maybe,not,but,there's,one,anyhow,that,ain't,answerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188-136483-0025,25,1,1,there ain't no special diff'rence as i can see or anybody i guess she jest lays there an sleeps an talks some an tries ter smile an be glad cause the sun sets or the moon rises or some other such thing,there,diff'rence,there_ain't_diff'rence,PronounNonReferential,Noun,PronounNonReferential_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,there,ain't ,no,special,diff'rence,as,i,can,see,or,anybody,i,guess,she,jest,lays,there,an,sleeps,an,talks,some,an,tries,ter,smile,an,be,glad,cause,the,sun,sets,or,the,moon,rises,or,some,other,such,thing,,,,,,,,,,,,,,,,,,,,
188-136483-0028,28,1,1,cause i was already bent part way over nancy gave a wistful laugh well i ain't surprised after all you might know she'd find somethin we've been playin it that game since almost the first,I,surprised,I_ain't_surprised,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cause,i,was,already,bent,part,way,over,nancy,gave,a,wistful,laugh,well,i,ain't ,surprised,after,all,you,might,know,she'd,find,somethin,we've,been,playin,it,that,game,since,almost,the,first,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188-141613-0034,34,1,1,and you've known me ever since repeated jimmy but in a far different voice jimmy had suddenly come back to the present and to his grievance but then i ain't jamie you know he finished with scornful emphasis,I,Jamie,I_ain't_Jamie,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,and,you've,known,me,ever,since,repeated,jimmy,but,in,a,far,different,voice,jimmy,had,suddenly,come,back,to,the,present,and,to,his,grievance,but,then,i,ain't ,jamie,you,know,he,finished,with,scornful,emphasis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901-48014-0006,6,1,1,they'd give yer prizes for size an numbers an speed i guess why say they're real crowded for room the plants ain't give em enough leaves to roost on have you tried bug death,plants,give,plants_ain't_give,Noun,VerbBase,Noun_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,they'd,give,yer,prizes,for,size,an,numbers,an,speed,i,guess,why,say,they're,real,crowded,for,room,the,plants,ain't ,give,em,enough,leaves,to,roost,on,have,you,tried,bug,death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944-159227-0012,12,1,1,but he would not hear lucindy blamed and said quickly she ain't my wife yet but we calk'lated to be married in a month or so,she,wife,she_ain't_wife,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,but,he,would,not,hear,lucindy,blamed,and,said,quickly,she,ain't ,my,wife,yet,but,we,calk'lated,to,be,married,in,a,month,or,so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944-159228-0010,10,1,1,ain't this luck now gasped joe as gratefully as if that hospital cot was a bed of roses what is the matter a wound in the head and arm i asked,this,luck,this_ain't_luck,PronounDemonstrative,Noun,PronounDemonstrative_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ain't ,this,luck,now,gasped,joe,as,gratefully,as,if,that,hospital,cot,was,a,bed,of,roses,what,is,the,matter,a,wound,in,the,head,and,arm,i,asked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944-159228-0022,22,1,1,she ain't no folks of her own nor much means and ought to marry a man who can make things easy for her guess i'll have to wait a spell longer before i say anything to lucindy about marryin now,she,folks,she_ain't_folks,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,she,ain't ,no,folks,of,her,own,nor,much,means,and,ought,to,marry,a,man,who,can,make,things,easy,for,her,guess,i'll,have,to,wait,a,spell,longer,before,i,say,anything,to,lucindy,about,marryin,now,,,,,,,,,,,,,,,,,,,,,,
1944-159230-0015,15,1,1,there ain't much left of me but bones and pain ma'am i'm powerful glad to see you all the same dust off a chair patsey and let the lady set down,there,much,there_ain't_much,PronounNonReferential,PronounIndefinite,PronounNonReferential_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,there,ain't ,much,left,of,me,but,bones,and,pain,ma'am,i'm,powerful,glad,to,see,you,all,the,same,dust,off,a,chair,patsey,and,let,the,lady,set,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944-159230-0017,17,1,1,but you hadn't got back and then somehow i thought i was goin to be mustered out for good and so wouldn't trouble nobody but my orders ain't come yet and i am doing the fust thing that come along,orders,come,orders_ain't_come,Noun,VerbBase,Noun_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,but,you,hadn't,got,back,and,then,somehow,i,thought,i,was,goin,to,be,mustered,out,for,good,and,so,wouldn't,trouble,nobody,but,my,orders,ain't ,come,yet,and,i,am,doing,the,fust,thing,that,come,along,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944-159230-0018,18,2,2,it ain't much but the good soul stood by me and i ain't ashamed to pay my debts this way sence i can't do it in no other,I,ashamed,I_ain't_ashamed,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it,ain't,much,but,the,good,soul,stood,by,me,and,i,ain't ,ashamed,to,pay,my,debts,this,way,sence,i,can't,do,it,in,no,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944-159230-0018,18,2,2,it ain't much but the good soul stood by me and i ain't ashamed to pay my debts this way sence i can't do it in no other,it,much,it_ain't_much,PronounPersonal,PronounIndefinite,PronounPersonal_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it,ain't ,much,but,the,good,soul,stood,by,me,and,i,ain't,ashamed,to,pay,my,debts,this,way,sence,i,can't,do,it,in,no,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944-159230-0031,31,1,1,i can hobble some but i ain't got used to bein a scarecrow yet and joe glanced from the hose without heels that hung on the line to the ragged suit he wore with a resigned expression,I,being,I_ain't_being,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,can,hobble,some,but,i,ain't ,got,used,to,bein,a,scarecrow,yet,and,joe,glanced,from,the,hose,without,heels,that,hung,on,the,line,to,the,ragged,suit,he,wore,with,a,resigned,expression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-149739-0004,4,1,1,first i thought i'd take me hatchet and cut it down for it ain't thicker than me upper arm then i remembered how it was blooming in the spring and filling all the air with sweetness the coloring of the blossoms is beautiful and i hated to be killing it,it,thicker,it_ain't_thicker,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,first,i,thought,i'd,take,me,hatchet,and,cut,it,down,for,it,ain't ,thicker,than,me,upper,arm,then,i,remembered,how,it,was,blooming,in,the,spring,and,filling,all,the,air,with,sweetness,the,coloring,of,the,blossoms,is,beautiful,and,i,hated,to,be,killing,it,,,,,,,,,,,,,,,,,,,,,,,,
1970-26100-0026,26,1,1,motioning the angry jackson away he he set down at de table but he ain't eat none the boy stuttered what do you mean george,he,eat,he_ain't_eat,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,motioning,the,angry,jackson,away,he,he,set,down,at,de,table,but,he,ain't ,eat,none,the,boy,stuttered,what,do,you,mean,george,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-26100-0027,27,1,1,ah brung him some soup but he got up powful sudden lak he had a call to de telephome an he ain't come back are you sure of that george yas suh,he,come,he_ain't_come,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ah,brung,him,some,soup,but,he,got,up,powful,sudden,lak,he,had,a,call,to,de,telephome,an,he,ain't ,come,back,are,you,sure,of,that,george,yas,suh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-26100-0028,28,1,1,ah ast him did he want dinnah aftah he come back but he say he ain't hongry what time was it when he came back i asked,he,hongry,he_ain't_hongry,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ah,ast,him,did,he,want,dinnah,aftah,he,come,back,but,he,say,he,ain't ,hongry,what,time,was,it,when,he,came,back,i,asked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-144468-0090,90,1,1,ain't i what said the gentleman behind bred them suffolk punches by wholesale,I,what,I_ain't_what,PronounPersonal,PronounRelative,PronounPersonal_ain't_PronounRelative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ain't ,i,what,said,the,gentleman,behind,bred,them,suffolk,punches,by,wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
